서울시 기준일,서울시 확진자,서울시 추가 확진,,,,,,,,전국 기준일,전국 확진,전국 추가 확진
2022121600,5478664,12402,,,,,,,,2022121600,28062679,66953
2022121500,5466262,12830,,,,,,,,2022121500,27995726,70154
2022121400,5453432,15180,,,,,,,,2022121400,27925572,84571
2022121300,5438252,17696,,,,,,,,2022121300,27841001,86852
2022121200,5420556,3910,,,,,,,,2022121200,27754149,25667
2022121100,5416646,9603,,,,,,,,2022121100,27728482,54319
2022121000,5407043,11690,,,,,,,,2022121000,27674163,62738
2022120900,5395385,11853,,,,,,,,2022120900,27611555,62734
2022120800,5385302,11977,,,,,,,,2022120800,27548821,65253
2022120700,5371555,13747,,,,,,,,2022120700,27483568,74714
2022120600,5357808,16372,,,,,,,,2022120600,27408854,77604
2022120500,5341436,3921,,,,,,,,2022120500,27331250,23160
2022120400,5337515,8526,,,,,,,,2022120400,27308090,46564
2022120300,5328989,10369,,,,,,,,2022120300,27261526,52861
2022120200,5318646,10487,,,,,,,,2022120200,27208800,52987
2022120100,5308159,11034,,,,,,,,2022120100,27155813,57079
2022113000,5297125,12290,,,,,,,,2022113000,27098734,67415
2022112900,5284835,15501,,,,,,,,2022112900,27031319,71476
2022112800,5269334,3794,,,,,,,,2022112800,26959843,22327
2022112700,5265540,9160,,,,,,,,2022112700,26937516,47028
2022112600,5256380,10161,,,,,,,,2022112600,26890488,52788
2022112500,5246245,10684,,,,,,,,2022112500,26837840,53698
2022112400,5235561,11456,,,,,,,,2022112400,26784142,59089
2022112300,5224105,13499,,,,,,,,2022112300,26725053,70324
2022112200,5210606,15613,,,,,,,,2022112200,26654729,72873
2022112100,5194993,3826,,,,,,,,2022112100,26581856,23091
2022112000,5191167,8804,,,,,,,,2022112000,26558765,46011
2022111900,5182363,10124,,,,,,,,2022111900,26512754,50589
2022111800,5172272,9742,,,,,,,,2022111800,26462319,49418
2022111700,5162530,10846,,,,,,,,2022111700,26412901,55437
2022111600,5151684,12483,,,,,,,,2022111600,26357464,66587
2022111500,5139201,15539,,,,,,,,2022111500,26290877,72883
2022111400,5123662,3649,,,,,,,,2022111400,26217994,23765
2022111300,5120013,9263,,,,,,,,2022111300,26194229,48465
2022111200,5110750,10836,,,,,,,,2022111200,26145764,54328
2022111100,5099934,10903,,,,,,,,2022111100,26091539,54519
2022111000,5089031,11073,,,,,,,,2022111000,26037020,55365
2022110900,5077958,12481,,,,,,,,2022110900,25981655,62472
2022110800,5065477,14158,,,,,,,,2022110800,25919183,62273
2022110700,5051319,3320,,,,,,,,2022110700,25856910,18671
2022110600,5047999,7163,,,,,,,,2022110600,25838239,36675
2022110500,5040836,8104,,,,,,,,2022110500,25801564,40903
2022110400,5032737,8677,,,,,,,,2022110400,25760701,43449
2022110300,5024068,9547,,,,,,,,2022110300,25717277,46896
2022110200,5014526,10940,,,,,,,,2022110200,25670407,54766
2022110100,5003593,13017,,,,,,,,2022110100,25615667,58379
2022103100,4990582,3099,,,,,,,,2022103100,25557309,18510
2022103000,4987483,6708,,,,,,,,2022103000,25538799,34511
2022102900,4980775,7578,,,,,,,,2022102900,25504288,37321
2022102800,4973197,7480,,,,,,,,2022102800,25466992,35924
2022102700,4965729,6848,,,,,,,,2022102700,25431105,34987
2022102600,4958897,7906,,,,,,,,2022102600,25396155,40842
2022102500,4951008,10066,,,,,,,,2022102500,25355350,43759
2022102400,4940956,2438,,,,,,,,2022102400,25311636,14302
2022102300,4938518,5176,,,,,,,,2022102300,25297334,26256
2022102200,4933342,6016,,,,,,,,2022102200,25271078,26906
2022102100,4927337,5061,,,,,,,,2022102100,25244255,24751
2022102000,4922285,5416,,,,,,,,2022102000,25219546,25431
2022101900,4916878,5897,,,,,,,,2022101900,25194177,29503
2022101800,4910983,7531,,,,,,,,2022101800,25164695,33248
2022101700,4903463,1921,,,,,,,,2022101700,25131505,11040
2022101600,4901542,4191,,,,,,,,2022101600,25120465,21469
2022101500,4897351,4579,,,,,,,,2022101500,25098996,22844
2022101400,4892777,4834,,,,,,,,2022101400,25076239,23583
2022101300,4887950,5254,,,,,,,,2022101300,25052677,26957
2022101200,4882697,6802,,,,,,,,2022101200,25025749,30535
2022101100,4875900,3054,,,,,,,,2022101100,24995246,15476
2022101000,4872846,1494,,,,,,,,2022101000,24979770,8981
2022100900,4871352,3552,,,,,,,,2022100900,24970789,17654
2022100800,4867800,3963,,,,,,,,2022100800,24953135,19431
2022100700,4863862,4319,,,,,,,,2022100700,24933756,22298
2022100600,4859554,5520,,,,,,,,2022100600,24911497,28648
2022100500,4854042,7674,,,,,,,,2022100500,24882894,34739
2022100400,4846376,3086,,,,,,,,2022100400,24848184,16423
2022100300,4843290,2025,,,,,,,,2022100300,24831761,12150
2022100200,4841265,4797,,,,,,,,2022100200,24819611,23597
2022100100,4836468,5584,,,,,,,,2022100100,24796014,26960
2022093000,4830891,5794,,,,,,,,2022093000,24769101,28497
2022092900,4825107,6270,,,,,,,,2022092900,24740635,30881
2022092800,4818845,7122,,,,,,,,2022092800,24709789,36159
2022092700,4811733,8557,,,,,,,,2022092700,24673663,39425
2022092600,4803181,2335,,,,,,,,2022092600,24634296,14168
2022092500,4800846,4888,,,,,,,,2022092500,24620128,25792
2022092400,4795958,5651,,,,,,,,2022092400,24594336,29353
2022092300,4790319,5625,,,,,,,,2022092300,24565021,29108
2022092200,4784699,6154,,,,,,,,2022092200,24535940,33009
2022092100,4778549,7358,,,,,,,,2022092100,24502968,41286
2022092000,4771203,9735,,,,,,,,2022092000,24461737,47917
2022091900,4761487,3199,,,,,,,,2022091900,24413873,19407
2022091800,4758288,5970,,,,,,,,2022091800,24394466,34764
2022091700,4752318,7659,,,,,,,,2022091700,24359702,43457
2022091600,4744665,9225,,,,,,,,2022091600,24316302,51874
2022091500,4735448,11819,,,,,,,,2022091500,24264470,71471
2022091400,4723634,17384,,,,,,,,2022091400,24193038,93981
2022091300,4706258,9552,,,,,,,,2022091300,24099134,57309
2022091200,4696706,6289,,,,,,,,2022091200,24041825,36938
2022091100,4690417,4807,,,,,,,,2022091100,24004887,28214
2022091000,4685610,6081,,,,,,,,2022091000,23976673,42724
2022090900,4679529,12315,,,,,,,,2022090900,23933949,69410
2022090800,4667217,13066,,,,,,,,2022090800,23864560,72646
2022090700,4654166,14538,,,,,,,,2022090700,23791961,85540
2022090600,4639649,18779,,,,,,,,2022090600,23706477,99837
2022090500,4620905,5319,,,,,,,,2022090500,23606740,37548
2022090400,4615586,11939,,,,,,,,2022090400,23569192,72144
2022090300,4603647,13899,,,,,,,,2022090300,23497048,79746
2022090200,4589795,15564,,,,,,,,2022090200,23417425,89586
2022090100,4574258,13325,,,,,,,,2022090100,23327897,81573
2022083100,4560954,15911,,,,,,,,2022083100,23246398,103961
2022083000,4545050,20418,,,,,,,,2022083000,23142479,115638
2022082900,4524644,5756,,,,,,,,2022082900,23026960,43142
2022082800,4518888,13052,,,,,,,,2022082800,22983818,85295
2022082700,4505836,14599,,,,,,,,2022082700,22898523,95604
2022082600,4491244,15757,,,,,,,,2022082600,22802985,101140
2022082500,4475520,17722,,,,,,,,2022082500,22701921,113371
2022082400,4457827,20578,,,,,,,,2022082400,22588640,139339
2022082300,4437282,25679,,,,,,,,2022082300,22449475,150258
2022082200,4411616,7395,,,,,,,,2022082200,22299377,59046
2022082100,4404221,16743,,,,,,,,2022082100,22240331,110944
2022082000,4387478,19973,,,,,,,,2022082000,22129387,129411
2022081900,4367518,21033,,,,,,,,2022081900,22000037,138812
2022081800,4346524,28375,,,,,,,,2022081800,21861296,178574
2022081700,4318180,32523,,,,,,,,2022081700,21682816,180803
2022081600,4285729,13060,,,,,,,,2022081600,21502164,84128
2022081500,4272669,8246,,,,,,,,2022081500,21418036,62078
2022081400,4264423,19596,,,,,,,,2022081400,21355958,119603
2022081300,4244827,21859,,,,,,,,2022081300,21236355,124592
2022081200,4222976,22835,,,,,,,,2022081200,21111840,128714
2022081100,4200150,24516,,,,,,,,2022081100,20983169,137241
2022081000,4175643,26068,,,,,,,,2022081000,20845973,151792
2022080900,4149586,29489,,,,,,,,2022080900,20694239,149897
2022080800,4120126,7867,,,,,,,,2022080800,20544420,55292
2022080700,4112259,18366,,,,,,,,2022080700,20489128,105507
2022080600,4093893,20160,,,,,,,,2022080600,20383621,110666
2022080500,4073752,20817,,,,,,,,2022080500,20273011,112901
2022080400,4052939,20239,,,,,,,,2022080400,20160154,107894
2022080300,4032709,23023,,,,,,,,2022080300,20052305,119922
2022080200,4009707,24615,,,,,,,,2022080200,19932439,111789
2022080100,3985115,7340,,,,,,,,2022080100,19820739,44689
2022073100,3977775,14149,,,,,,,,2022073100,19776050,73589
2022073000,3963626,16588,,,,,,,,2022073000,19702461,82002
2022072900,3947049,17517,,,,,,,,2022072900,19620517,85320
2022072800,3929537,18169,,,,,,,,2022072800,19535242,88384
2022072700,3911407,20083,,,,,,,,2022072700,19446946,100285
2022072600,3891336,23107,,,,,,,,2022072600,19346764,99327
2022072500,3868256,5967,,,,,,,,2022072500,19247496,35883
2022072400,3862289,13809,,,,,,,,2022072400,19211613,65433
2022072300,3848480,14830,,,,,,,,2022072300,19146180,68551
2022072200,3833658,15379,,,,,,,,2022072200,19077659,68632
2022072100,3818284,16670,,,,,,,,2022072100,19009080,71170
2022072000,3801622,17199,,,,,,,,2022072000,18937971,76402
2022071900,3784432,18038,,,,,,,,2022071900,18861593,73582
2022071800,3766412,4896,,,,,,,,2022071800,18788056,26299
2022071700,3761516,8565,,,,,,,,2022071700,18761757,40342
2022071600,3752951,9457,,,,,,,,2022071600,18721415,41310
2022071500,3743496,8951,,,,,,,,2022071500,18680142,38882
2022071400,3734550,9655,,,,,,,,2022071400,18641278,39196
2022071300,3724897,9363,,,,,,,,2022071300,18602109,40266
2022071200,3715539,9412,,,,,,,,2022071200,18561861,37360
2022071100,3706133,2622,,,,,,,,2022071100,18524538,12693
2022071000,3703511,5244,,,,,,,,2022071000,18511845,20410
2022070900,3698267,4900,,,,,,,,2022070900,18491435,20286
2022070800,3693368,4605,,,,,,,,2022070800,18471172,19323
2022070700,3688769,4580,,,,,,,,2022070700,18451862,18511
2022070600,3684190,4770,,,,,,,,2022070600,18433359,19371
2022070500,3679421,4779,,,,,,,,2022070500,18413997,18147
2022070400,3674645,1161,,,,,,,,2022070400,18395864,6253
2022070300,3673484,2440,,,,,,,,2022070300,18389611,10059
2022070200,3671044,2778,,,,,,,,2022070200,18379552,10715
2022070100,3668271,2340,,,,,,,,2022070100,18368857,9528
2022063000,3665933,2282,,,,,,,,2022063000,18359341,9595
2022062900,3663653,2479,,,,,,,,2022062900,18349756,10463
2022062800,3661177,2472,,,,,,,,2022062800,18339319,9896
2022062700,3658710,600,,,,,,,,2022062700,18329448,3429
2022062600,3658110,1310,,,,,,,,2022062600,18326019,6246
2022062500,3656800,1552,,,,,,,,2022062500,18319773,6790
2022062400,3655248,1605,,,,,,,,2022062400,18312993,7227
2022062300,3653647,1580,,,,,,,,2022062300,18305783,7497
2022062200,3652068,1778,,,,,,,,2022062200,18298341,8992
2022062100,3650291,2043,,,,,,,,2022062100,18289373,9310
2022062000,3648259,719,,,,,,,,2022062000,18280090,3538
2022061900,3647540,1108,,,,,,,,2022061900,18276552,6071
2022061800,3646432,1245,,,,,,,,2022061800,18270481,6842
2022061700,3645189,1280,,,,,,,,2022061700,18263643,7198
2022061600,3643911,1549,,,,,,,,2022061600,18256457,7994
2022061500,3642362,1690,,,,,,,,2022061500,18248479,9435
2022061400,3640674,1764,,,,,,,,2022061400,18239056,9778
2022061300,3638911,663,,,,,,,,2022061300,18229288,3828
2022061200,3638248,1160,,,,,,,,2022061200,18225460,7382
2022061100,3637088,1382,,,,,,,,2022061100,18218078,8378
2022061000,3635708,1537,,,,,,,,2022061000,18209650,9315
2022060900,3634172,2009,,,,,,,,2022060900,18200346,12161
2022060800,3632164,2628,,,,,,,,2022060800,18188200,13358
2022060700,3629545,952,,,,,,,,2022060700,18174880,6172
2022060600,3628593,738,,,,,,,,2022060600,18168708,5022
2022060500,3627855,1719,,,,,,,,2022060500,18163686,9835
2022060400,3626136,2254,,,,,,,,2022060400,18153851,12048
2022060300,3623883,2442,,,,,,,,2022060300,18141835,12542
2022060200,3621445,1823,,,,,,,,2022060200,18129313,9898
2022060100,3619622,2926,,,,,,,,2022060100,18119415,15797
2022053100,3616699,3340,,,,,,,,2022053100,18103638,17191
2022053000,3613359,1120,,,,,,,,2022053000,18086462,6139
2022052900,3612239,2018,,,,,,,,2022052900,18080323,12654
2022052800,3610221,2278,,,,,,,,2022052800,18067669,14398
2022052700,3607946,3032,,,,,,,,2022052700,18053287,16584
2022052600,3604920,2788,,,,,,,,2022052600,18036720,18816
2022052500,3602133,3586,,,,,,,,2022052500,18017923,23956
2022052400,3598555,4272,,,,,,,,2022052400,17993985,26344
2022052300,3594289,1213,,,,,,,,2022052300,17967672,9975
2022052200,3593076,2903,,,,,,,,2022052200,17957697,12928
2022052100,3590173,3589,,,,,,,,2022052100,17938399,23462
2022052000,3586586,4110,,,,,,,,2022052000,17914957,25125
2022051900,3582481,4557,,,,,,,,2022051900,17889849,28130
2022051800,3577930,5043,,,,,,,,2022051800,17861744,31352
2022051700,3572888,5889,,,,,,,,2022051700,17830429,35117
2022051600,3567016,1684,,,,,,,,2022051600,17795357,13296
2022051500,3565332,4025,,,,,,,,2022051500,17782061,25434
2022051400,3561307,4764,,,,,,,,2022051400,17756627,29581
2022051300,3556545,5178,,,,,,,,2022051300,17727086,32451
2022051200,3551375,5695,,,,,,,,2022051200,17694677,35906
2022051100,3545685,6208,,,,,,,,2022051100,17658794,43925
2022051000,3539483,8142,,,,,,,,2022051000,17614895,49933
2022050900,3531351,2715,,,,,,,,2022050900,17564999,20601
2022050800,3528636,5979,,,,,,,,2022050800,17544398,40064
2022050700,3522657,6641,,,,,,,,2022050700,17504334,39600
2022050600,3516017,3596,,,,,,,,2022050600,17464782,26714
2022050500,3512421,6645,,,,,,,,2022050500,17438068,42296
2022050400,3505780,7436,,,,,,,,2022050400,17395791,49064
2022050300,3498346,8709,,,,,,,,2022050300,17346753,51131
2022050200,3489696,2653,,,,,,,,2022050200,17295733,20084
2022050100,3487043,5462,,,,,,,,2022050100,17275649,37771
2022043000,3481581,6455,,,,,,,,2022043000,17237878,43286
2022042900,3475126,7726,,,,,,,,2022042900,17194616,50568
2022042800,3467402,9109,,,,,,,,2022042800,17144065,57464
2022042700,3458306,11517,,,,,,,,2022042700,17086626,76787
2022042600,3446789,13560,,,,,,,,2022042600,17009856,80361
2022042500,3433238,4763,,,,,,,,2022042500,16929564,34370
2022042400,3428475,10377,,,,,,,,2022042400,16895194,64725
2022042300,3418098,12352,,,,,,,,2022042300,16830469,75449
2022042200,3405751,13191,,,,,,,,2022042200,16755055,81058
2022042100,3392583,15192,,,,,,,,2022042100,16674045,90867
2022042000,3377399,18322,,,,,,,,2022042000,16583220,111319
2022041900,3359097,21819,,,,,,,,2022041900,16471940,118504
2022041800,3337282,7345,,,,,,,,2022041800,16353495,47743
2022041700,3329937,14805,,,,,,,,2022041700,16305752,93001
2022041600,3315132,18118,,,,,,,,2022041600,16212751,107916
2022041500,3297020,21450,,,,,,,,2022041500,16104869,125846
2022041400,3275574,24976,,,,,,,,2022041400,15979061,148443
2022041300,3250603,33076,,,,,,,,2022041300,15830644,195419
2022041200,3217532,39518,,,,,,,,2022041200,15635274,210755
2022041100,3178037,14247,,,,,,,,2022041100,15424598,90928
2022041000,3163790,28901,,,,,,,,2022041000,15333670,164481
2022040900,3134889,32320,,,,,,,,2022040900,15169189,185566
2022040800,3102577,36212,,,,,,,,2022040800,14983694,205333
2022040700,3066376,39888,,,,,,,,2022040700,14778405,224820
2022040600,3026503,52430,,,,,,,,2022040600,14553644,286294
2022040500,2974084,51500,,,,,,,,2022040500,14267401,266135
2022040400,2922636,20894,,,,,,,,2022040400,14001406,127190
2022040300,2901742,42109,,,,,,,,2022040300,13874216,234301
2022040200,2859633,48673,,,,,,,,2022040200,13639915,264103
2022040100,2810973,51717,,,,,,,,2022040100,13375818,280273
2022033100,2759294,60131,,,,,,,,2022033100,13095631,320743
2022033000,2699163,81824,,,,,,,,2022033000,12774956,424641
2022032900,2617360,66079,,,,,,,,2022032900,12350428,347554
2022032800,2551327,34190,,,,,,,,2022032800,12003054,187213
2022032700,2517137,59151,,,,,,,,2022032700,11815841,318130
2022032600,2457986,64026,,,,,,,,2022032600,11497711,335531
2022032500,2393995,66943,,,,,,,,2022032500,11162232,339514
2022032400,2327080,77770,,,,,,,,2022032400,10822836,395598
2022032300,2249310,101133,,,,,,,,2022032300,10427247,490881
2022032200,2148186,65033,,,,,,,,2022032200,9936540,353980
2022032100,2083188,41078,,,,,,,,2022032100,9582815,209169
2022032000,2042110,65870,,,,,,,,2022032000,9373646,334708
2022031900,2038438,82132,,,,,,,,2022031900,9038938,381454
2022031800,1894113,81997,,,,,,,,2022031800,8657609,407017
2022031700,1812116,128375,,,,,,,,2022031700,8250592,621266
2022031600,1683745,81395,,,,,,,,2022031600,7629275,400741
2022031500,1602354,66067,,,,,,,,2022031500,7228550,362338
2022031400,1536292,56807,,,,,,,,2022031400,6866222,309790
2022031300,1479502,67814,,,,,,,,2022031300,6556453,350190
2022031200,1411694,80437,,,,,,,,2022031200,6206277,383665
2022031100,1331263,56603,,,,,,,,2022031100,5822626,282987
2022031000,1274661,66859,,,,,,,,2022031000,5539650,327549
2022030900,1207803,74222,,,,,,,,2022030900,5212118,342446
2022030800,1133589,37484,,,,,,,,2022030800,4869691,202721
2022030700,1096106,39558,,,,,,,,2022030700,4666977,210716
2022030600,1056548,49450,,,,,,,,2022030600,4456264,243628
2022030500,1007099,53193,,,,,,,,2022030500,4212652,254327
2022030400,953906,59269,,,,,,,,2022030400,3958326,266853
2022030300,894637,43675,,,,,,,,2022030300,3691488,198803
2022030200,850962,46933,,,,,,,,2022030200,3492686,219241
2022030100,804029,27885,,,,,,,,2022030100,3273449,138993
2022022800,776144,27973,,,,,,,,2022022800,3134456,139626
2022022700,748173,35351,,,,,,,,2022022700,2994841,163566
2022022600,712822,36829,,,,,,,,2022022600,2831283,166209
2022022500,675993,35614,,,,,,,,2022022500,2665077,165890
2022022400,640379,37172,,,,,,,,2022022400,2499188,170016
2022022300,603209,41467,,,,,,,,2022022300,2329182,171452
2022022200,561744,21807,,,,,,,,2022022200,2157734,99573
2022022100,539938,20018,,,,,,,,2022022100,2058184,95362
2022022000,519923,22102,,,,,,,,2022022000,1962837,104829
2022021900,497821,23193,,,,,,,,2022021900,1858009,102211
2022021800,474628,25651,,,,,,,,2022021800,1755806,109831
2022021700,448977,19689,,,,,,,,2022021700,1645978,93135
2022021600,429289,18879,,,,,,,,2022021600,1552851,90443
2022021500,410410,12453,,,,,,,,2022021500,1462421,57177
2022021400,397957,11599,,,,,,,,2022021400,1405246,54619
2022021300,386358,11824,,,,,,,,2022021300,1350630,56431
2022021200,374534,13198,,,,,,,,2022021200,1294205,54941
2022021100,361336,11531,,,,,,,,2022021100,1239287,53926
2022021000,349805,11875,,,,,,,,2022021000,1185361,54122
2022020900,337930,11682,,,,,,,,2022020900,1131248,49567
2022020800,326253,5910,,,,,,,,2022020800,1081681,36719
2022020700,320343,6888,,,,,,,,2022020700,1044963,35286
2022020600,313462,7821,,,,,,,,2022020600,1009688,38691
2022020500,305641,8598,,,,,,,,2022020500,971018,36362
2022020400,297043,6160,,,,,,,,2022020400,934656,27443
2022020300,290883,5218,,,,,,,,2022020300,907214,22907
2022020200,285665,4209,,,,,,,,2022020200,884310,20270
2022020100,281456,4131,,,,,,,,2022020100,864042,18343
2022013100,277325,4193,,,,,,,,2022013100,845709,17085
2022013000,273132,4185,,,,,,,,2022013000,828637,17532
2022012900,268947,4199,,,,,,,,2022012900,811122,17542
2022012800,264748,3991,,,,,,,,2022012800,793582,16096
2022012700,260757,3429,,,,,,,,2022012700,777497,14518
2022012600,257330,3178,,,,,,,,2022012600,762983,13012
2022012500,254160,1724,,,,,,,,2022012500,749979,8571
2022012400,252437,1679,,,,,,,,2022012400,741413,7513
2022012300,250758,1694,,,,,,,,2022012300,733902,7630
2022012200,249065,1591,,,,,,,,2022012200,726274,7009
2022012100,247475,1552,,,,,,,,2022012100,719269,6769
2022012000,245925,1362,,,,,,,,2022012000,712503,6603
2022011900,244565,1231,,,,,,,,2022011900,705902,5805
2022011800,243337,763,,,,,,,,2022011800,700102,4072
2022011700,242574,790,,,,,,,,2022011700,696032,3859
2022011600,241784,925,,,,,,,,2022011600,692174,4194
2022011500,240862,912,,,,,,,,2022011500,687984,4423
2022011400,239950,939,,,,,,,,2022011400,683566,4542
2022011300,239014,978,,,,,,,,2022011300,679030,4167
2022011200,238039,1093,,,,,,,,2022011200,674868,4388
2022011100,236946,755,,,,,,,,2022011100,670483,3097
2022011000,236192,781,,,,,,,,2022011000,667390,3007
2022010900,235415,966,,,,,,,,2022010900,664391,3376
2022010800,234449,994,,,,,,,,2022010800,661015,3510
2022010700,233457,1038,,,,,,,,2022010700,657508,3717
2022010600,232419,1208,,,,,,,,2022010600,653792,4126
2022010500,231213,1412,,,,,,,,2022010500,649669,4444
2022010400,229801,938,,,,,,,,2022010400,645226,3024
2022010300,228867,993,,,,,,,,2022010300,642207,3129
2022010200,227879,1183,,,,,,,,2022010200,639083,3833
2022010100,226698,1464,,,,,,,,2022010100,635253,4416
2021123100,225235,1670,,,,,,,,2021123100,630838,4875
2021123000,223567,1722,,,,,,,,2021123000,625967,5037
2021122900,221847,1915,,,,,,,,2021122900,620938,5409
2021122800,219934,1290,,,,,,,,2021122800,615532,3865
2021122700,218646,1496,,,,,,,,2021122700,611670,4207
2021122600,217150,1917,,,,,,,,2021122600,607463,5419
2021122500,215233,2123,,,,,,,,2021122500,602045,5842
2021122400,213114,2346,,,,,,,,2021122400,596209,6233
2021122300,210768,2720,,,,,,,,2021122300,589978,6919
2021122200,208048,2805,,,,,,,,2021122200,583065,7456
2021122100,205249,1994,,,,,,,,2021122100,575615,5202
2021122000,203255,1908,,,,,,,,2021122000,570414,5318
2021121900,201347,2320,,,,,,,,2021121900,565098,6236
2021121800,199028,2794,,,,,,,,2021121800,558864,7314
2021121700,196234,2846,,,,,,,,2021121700,551551,7435
2021121600,193389,3057,,,,,,,,2021121600,544117,7622
2021121500,190332,3166,,,,,,,,2021121500,536495,7850
2021121400,187169,2062,,,,,,,,2021121400,528652,5567
2021121300,185108,2550,,,,,,,,2021121300,523088,5817
2021121200,182558,2528,,,,,,,,2021121200,512976,6689
2021121100,180031,2835,,,,,,,,2021121100,510583,6977
2021121000,177196,2800,,,,,,,,2021121000,503606,7022
2021120900,174396,2790,,,,,,,,2021120900,496584,7102
2021120800,171606,2901,,,,,,,,2021120800,489484,7175
2021120700,168705,2120,,,,,,,,2021120700,482310,4954
2021120600,166586,1408,,,,,,,,2021120600,477358,4325
2021120500,165178,2032,,,,,,,,2021120500,473034,5128
2021120400,163146,2273,,,,,,,,2021120400,467907,5352
2021120300,160873,2099,,,,,,,,2021120300,462555,4944
2021120200,158774,2268,,,,,,,,2021120200,457612,5266
2021120100,156507,2222,,,,,,,,2021120100,452350,5123
2021113000,154286,1186,,,,,,,,2021113000,447230,3032
2021112900,153100,1393,,,,,,,,2021112900,444200,3309
2021112800,151711,1676,,,,,,,,2021112800,440896,3928
2021112700,150035,1888,,,,,,,,2021112700,436968,4068
2021112600,148147,1742,,,,,,,,2021112600,432901,3901
2021112500,146406,1760,,,,,,,,2021112500,429002,3938
2021112400,144647,1735,,,,,,,,2021112400,425065,4116
2021112300,142913,1165,,,,,,,,2021112300,420950,2699
2021112200,141748,1278,,,,,,,,2021112200,418252,2827
2021112100,140470,1320,,,,,,,,2021112100,415425,3120
2021112000,139154,1377,,,,,,,,2021112000,412311,3212
2021111900,137777,1401,,,,,,,,2021111900,409099,3034
2021111800,136376,1429,,,,,,,,2021111800,406065,3292
2021111700,134948,1436,,,,,,,,2021111700,402775,3187
2021111600,133513,846,,,,,,,,2021111600,399591,2125
2021111500,132668,859,,,,,,,,2021111500,397466,2006
2021111400,131809,978,,,,,,,,2021111400,395460,2419
2021111300,130831,1005,,,,,,,,2021111300,393042,2325
2021111200,129827,949,,,,,,,,2021111200,390719,2368
2021111100,128878,1004,,,,,,,,2021111100,388351,2520
2021111000,127874,973,,,,,,,,2021111000,385831,2425
2021110900,126901,662,,,,,,,,2021110900,383407,1715
2021110800,126241,709,,,,,,,,2021110800,381694,1760
2021110700,125533,848,,,,,,,,2021110700,379935,2224
2021110600,124685,916,,,,,,,,2021110600,377712,2248
2021110500,123769,980,,,,,,,,2021110500,375464,2344
2021110400,122789,946,,,,,,,,2021110400,373120,2482
2021110300,121843,1004,,,,,,,,2021110300,370640,2667
2021110200,120840,600,,,,,,,,2021110200,367974,1589
2021110100,120240,646,,,,,,,,2021110100,366386,1686
2021103100,119594,760,,,,,,,,2021103100,364700,2061
2021103000,118834,706,,,,,,,,2021103000,362639,2104
2021102900,118128,770,,,,,,,,2021102900,360536,2124
2021102800,117358,788,,,,,,,,2021102800,358412,2111
2021102700,116572,729,,,,,,,,2021102700,356305,1952
2021102600,115844,427,,,,,,,,2021102600,354355,1266
2021102500,115417,455,,,,,,,,2021102500,353089,1190
2021102400,114962,520,,,,,,,,2021102400,351899,1423
2021102300,114442,551,,,,,,,,2021102300,350476,1508
2021102200,113891,519,,,,,,,,2021102200,348969,1440
2021102100,113372,506,,,,,,,,2021102100,347529,1441
2021102000,112866,504,,,,,,,,2021102000,346088,1571
2021101900,112363,298,,,,,,,,2021101900,344518,1073
2021101800,112065,355,,,,,,,,2021101800,343445,1050
2021101700,111710,506,,,,,,,,2021101700,342396,1420
2021101600,111205,586,,,,,,,,2021101600,340978,1618
2021101500,110620,681,,,,,,,,2021101500,339361,1684
2021101400,109940,748,,,,,,,,2021101400,337679,1940
2021101300,109195,583,,,,,,,,2021101300,335742,1584
2021101200,108617,482,,,,,,,,2021101200,334163,1347
2021101100,108135,511,,,,,,,,2021101100,332816,1297
2021101000,107624,583,,,,,,,,2021101000,331519,1594
2021100900,107041,712,,,,,,,,2021100900,329925,1953
2021100800,106332,776,,,,,,,,2021100800,327976,2176
2021100700,105558,837,,,,,,,,2021100700,325804,2427
2021100600,104723,690,,,,,,,,2021100600,323379,2028
2021100500,104033,521,,,,,,,,2021100500,321352,1575
2021100400,103512,574,,,,,,,,2021100400,319777,1673
2021100300,102939,736,,,,,,,,2021100300,318104,2085
2021100200,102204,793,,,,,,,,2021100200,316020,2248
2021100100,101411,916,,,,,,,,2021100100,313773,2486
2021093000,100495,945,,,,,,,,2021093000,311289,2564
2021092900,99550,1054,,,,,,,,2021092900,308725,2885
2021092800,98497,842,,,,,,,,2021092800,305842,2289
2021092700,97655,778,,,,,,,,2021092700,303553,2383
